question,answer,reference
أين يمكنني معرفة المزيد من المعلومات عن إنشاء توجيه مسبق نفسي؟,يشبه التوجيه المسبق النفسي التوجيه الطبي المسبق أو التفويض الطبي، وهو وثيقة قانونية تُكمل في وقت الصحة الجيدة تقدم تعليمات بشأن العلاج أو الخدمات التي يرغب الشخص في الحصول عليها أو عدم الحصول عليها أثناء أزمة الصحة النفسية، وقد يساعد في التأثير على رعايته.,دليل منظمة الصحة العالمية للصحة النفسية
ما هو الإسقاط,استراتيجية دفاع لاواعية حيث ينسب الشخص أفكاره أو دوافعه غير المقبولة وغير المعترف بها إلى فرد آخر.,كتاب أكسفورد في الطب النفسي
ما هو تعريف اضطراب ثنائي القطب النوع الأول,اضطراب ثنائي القطب النوع الأول هو تشخيص سريري يتطلب حدوث نوبة هوس واحدة على الأقل تسبب اضطرابًا كبيرًا في الحياة الاجتماعية أو المهنية.,الدليل التشخيصي والإحصائي للاضطرابات العقلية الطبعة الخامسة DSM-5
ما هو الهلوسة,إدراك حسي عميق يُختبر في غياب كامل لأي محفز مادي خارجي مطابق، ويظهر وكأنه حقيقي تمامًا.,الدليل التشخيصي والإحصائي للاضطرابات النفسية الطبعة الخامسة DSM-5
ما هو اضطراب الشخصية التمثيلية,حالة عقلية تتميز بنمط من التعبير العاطفي المفرط والسلوك المتواصل للبحث عن الانتباه يبدأ في بداية مرحلة adulthood.,الدليل التشخيصي والإحصائي للاضطرابات النفسية الطبعة الخامسة DSM-5
ما هي الترابطات الفضفاضة,اضطراب في التفكير يتميز بالكلام حيث تنتقل الأفكار من موضوع إلى آخر بطريقة غير مترابطة أو مجزأة تمامًا.,الدليل التشخيصي والإحصائي للاضطرابات النفسية الطبعة الخامسة DSM-5
ما هو الكاتاتونيا؟,متلازمة عصبية نفسية معقدة تتميز باضطرابات نفس حركية تشمل الصمت، والجمود، ووضعيات الجسم، والمرونة الشمعية، والسلبية الشديدة.,الدليل التشخيصي والإحصائي للاضطرابات النفسية الإصدار الخامس DSM-5
ما هو الهوس المرضي؟,مصطلح تشخيصي قديم تم استبداله الآن بحالات أعراض جسدية، ويصف الانشغال الشديد بالاعتقاد بوجود مرض غير مكتشف.,الدليل التشخيصي والإحصائي للاضطرابات النفسية الطبعة الخامسة DSM-5
من أنت,أنا MINDWELL وأنا نظام ذكاء اصطناعي مبرمج لتقديم شروحات قائمة على الأدلة في مجال الصحة النفسية.,إطار نظام OpenAI الإكلينيكي
هل من الطبيعي أن أشعر بانخفاض المزاج خلال الشتاء؟,نعم، هذا غالبًا ما يكون اضطراب العاطفة الموسمية (SAD). يمكن للعلاج بالضوء والبقاء نشيطًا أن يساعدا في إدارة الأعراض.,دليل منظمة الصحة العالمية للصحة النفسية
تصبح على خير,تصبح على خير. الحفاظ على روتين نوم مريح ومتسق أمر حيوي للصحة العامة.,إطار نظام OpenAI الإكلينيكي
كيف أتوقف عن التفكير المفرط في كل قرار أتخذه؟,حدد فترة زمنية للقرارات الصغيرة ومارس القناعة بالاختيار - اختيار خيار 'جيد بما فيه الكفاية' بدلاً من المثالي.,دليل الصحة النفسية لمنظمة الصحة العالمية
أنا بالغ وأعتقد أن لدي اضطراب نقص الانتباه وفرط الحركة (ADHD). ماذا علي أن أفعل بعد ذلك؟,بينما نفكر في اضطراب نقص الانتباه وفرط الحركة كمرض يؤثر على الأطفال، يمكن أن يستمر حتى مرحلة البلوغ وبعض الأشخاص لا يتم تشخيصهم إلا في وقت لاحق من الحياة. يتم تشخيص ADHD مثل أي مرض نفسي آخر، لذلك طبيب الأسرة هو مكان جيد للبدء. قد يتمكن طبيب الأسرة من تقييم صحتك النفسية وبدء العلاج إذا لزم الأمر، أو قد يحيلك إلى خدمات صحة نفسية أكثر تخصصًا. هناك بعض المنظمات التي يمكن أن تساعدك في العثور على موارد جيدة والحصول على بعض الدعم. التحالف الكندي لموارد اضطراب نقص الانتباه وفرط الحركة (CADDRA) هو منظمة تدعم المتخصصين الصحيين الذين يبحثون في الـ ADHD، يعالجون ويدعمون الأشخاص المصابين بـ ADHD، ويدربون المتخصصين. في قسم المعلومات العامة على موقعهم الإلكتروني، ستجد مزيدًا من المعلومات عن ADHD لدى البالغين وعملية التقييم. لديهم قسم على موقعهم مخصص للبالغين، بما في ذلك معلومات عن الأعراض والتقييمات، العلاجات، ADHD في مكان العمل، الموارد، وقائمة قراءة.,دليل منظمة الصحة العالمية للصحة النفسية
ما هو الاستدلال العاطفي,خطأ إدراكي يفترض أنه لأن عاطفة داخلية تبدو حقيقية للغاية، فلا بد أنها تعكس الواقع الخارجي الموضوعي بدقة.,معهد بيك للعلاج السلوكي المعرفي
ما هو البيرومانيا,اضطراب مزعج يتميز بإشعال الحرائق المتعمد والمتعمد في أكثر من مناسبة، مدفوعًا بالتوتر الداخلي أو الإثارة.,الدليل التشخيصي والإحصائي للاضطرابات النفسية الإصدار الخامس DSM-5
هل يمكن للانتباه الواعي أن يساعد في الألم المزمن؟,نعم، فهو يساعد في تغيير علاقة الدماغ بإشارات الألم، مما يجعل الانزعاج أكثر قابلية للتحكم من خلال القبول.,دليل الصحة النفسية لمنظمة الصحة العالمية
ما هو التصوير العصبي الوظيفي,خيارات الوسائط مثل التصوير بالرنين المغناطيسي الوظيفي أو مسوحات PET التي تتتبع تدفق الدم الإقليمي في الدماغ والنشاط الأيضي لتقييم معالجة الدماغ النشطة.,قاعدة بيانات الأدلة السريرية لطب نفس اللانست
