Questions,Answers,References
Alogia kya hai,Ek manfi zehni alamat jo gehri boli ki kami ya khud ba-khud bolne ki quantity mein shadid pabandi se khasoos hoti hai.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Asociality kya hai,Ek bunyadi manfi alamat jo samaji rabtay mein shirkat ki puri kami aur tanha saragarmiyon ki qawi pasandidgi ko zahir karti hai.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Catatonia kya hai,"Ek pechida neuropsychiatric syndrome jo psychomotor khalal se murakkab hota hai, jis mein stupor, mutism, posturing, waxy flexibility, aur intehai nafrat shamil hain.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Waxy Flexibility kya hai,"Catatonic khasoosiyat jisme patient lambi muddat tak bahar se lagai gayi jismani postur ko qaim rakhta hai, aarambhi harkat ke muqable mein aram se malayi jaise thehr jata hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Catatonic Stupor kya hai,Psychomotor activity mein gehri kami jahan mareez poori tarah se beharakat rehta hai aur bahari maholiati asrat ka jawab nahi deta.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Echopraxia kya hai,"Pathological, be-ihtiyati dusray fard ke jismi harkat ya isharko ki naqal ya tadbeer jo klinical interview ke dauran dekhi jati hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Echolalia kya hai,"Fauran, be-ikhtiyar alfaaz ya jumlay ki dohrav ya gunj, jo aksar catatonic halat mein dekhi jati hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Mutism kya hai,Aise fard mein zabani guftagu ki poori ya qareeban poori kami jo ke alfaaz ke dhawani samat bananay ki sehatmand sakhtiyati salahiyat rakhta ho.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Negativism kya hai,Catatonic rawaiya jis mein bina kisi wajah ke tamam klinical hidayaat ki mukhalfat ya ulat harkat karna shamil hai.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Delusion kya hai,"Aisi mazboot, galat yaqeen jo saaf, badlne na wali, aur takraati saboot ke bawajood quwwat se qabool kiya jata hai, aur saqafati context se bahar hota hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Persecutory Delusion kya hai,"Galat yaqeen ke koi shaks munazzam tor par nishana banaya ja raha hai, pareshan kiya ja raha hai, dhoka diya ja raha hai, zahar diya ja raha hai, ya dusmani karne walay khalaal pohnchane walay logon ke saath sazish ho rahi hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Delusion of Grandeur kya hai,"Aisi barhi, jhooti yaqeen jisme shakhs apne aap ko azeem quwat, shanakht, daulat, khuda jaisa darja, ya kisi mazhabi khuda ke saath khusoosi talluq samajhta ho.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Somatic Delusion kya hai,"Apni jisam ki sakht bunyad ya shakl ke mutaliq aik mustaqil ghalat yaqeen, jaise ke yeh samajhna ke aaza zard ya sadh rahe hain.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Erotomanic Delusion kya hai,"Aisi delusion jahan shakhs ghalat tor par maanta hai ke koi doosra shakhs, jo aam tor par bohat oonchi samaji rutba rakhta ho ya celebrity ho, unse gahra pyar karta hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Jealous Delusion kya hai,"Yeh mustaqil aur ghalat yaqeen ke ek kaamilati partner ya shohar/shohra unke saath bewafai kar raha hai, jo kisi haqeeqi medical saboot ke baghair barqarar hota hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Nihilistic Delusion kya hai,"Ek afsosnak delusion jisme shakhs ko poora yaqeen hota hai ke khud, dusre log, ya tamam fizai kainat wujood mein nahi hain ya khatam ho rahi hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Thought Insertion kya hai,"Aisi delusion jisme shakhs samajhta hai ke uske zehan mein khayalat zabardasti kisi baahir wali agency ya machine ke zariye dalay ja rahe hain, na ke andar se paida ho rahe hon.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Thought Withdrawal kya hai,Ghalat aqeedah ke kisi baahir wali quwwat ya machine aapke zehan se khayalat chura rahi hai ya nikaal rahi hai.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Thought Broadcasting kya hai,Wo mustaqil delusion jisme shakhs samajhta hai ke uske khusoosi khayalat bay-sawt andaz mein baahir ki dunya mein nikal rahe hain taa ke dusre log unhein sun sakain.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Idea of Reference kya hai,"Aisi ghalat tafseer ke mamooli baahir ke waaqiat, mamooli guftagu, ya media ki broadcasts ka bohat zaati aur seedha matlab hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Illusion kya hai,"Ek hoshyaar dosh ya ghalat tafseer hai jo asal mein mojood kisi haqeeqi physical stimulus ka hota hai, jese ke coat ko insan samajhna.",Oxford Textbook of Psychiatry
Hallucination kya hai,"Ek gehri sensory perception jo poori tarah se kisi bhi miltay julte external physical stimulus ke baghair hoti hai, aur puri tarah haqeeqi lagti hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Auditory Hallucination kya hai,"Jab koi kharji awaaz ya awaazon ka sunna mehsoos hota hai jab koi asal acoustic source muhafiz nahi hota, jo schizophrenia ke liye khasa pehchan hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Visual Hallucination kya hai,"Aisi sensory tajurba jo cheezen, log, naqshaye ya roshni ke chamak dekhne ka hota hai jo haqeeqat mein asal physical mojoodgi nahi rakhti.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Olfactory Hallucination kya hai,"Aisi khushboo mehsoos karna jo physically mojood nahi hoti, aksar badboo dar, aksar temporal lobe epilepsy se mutalliq.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Gustatory Hallucination kya hai,"Jhootay zaiqa ka hoshyaar dosh, aam tor par na-pasandida ya dhatu jaisa, jo bina kisi khane ya peene ki cheez ke mooh ke andar hota hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Tactile Hallucination kya hai,"Jis mein jild par ya jild ke neeche koi ahsas mehsoos hota hai, jese ke keeday chal rahe hon, jab ke asal mein koi stimulus nahi hota.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Formication kya hai,Ek khaas tactile hallucination jo bohat chust aur takleef deh ahsas deta hai ke keeday poori jild par ya jild ke neeche chal rahe hon.,Oxford Textbook of Psychiatry
Hypnagogic Hallucination kya hai,"Ek zinda sensory ehsas jo poori jagradgi se neend ke inteqal ke dauran hota hai, jo mehfooz samjha jata hai magar narcolepsy mein aam hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Hypnopompic Hallucination kya hai,"Ek ghalat sensory ehsas jo neend se jaagne ke foran waqt hota hai, jo sleep paralysis se gehri taur par juda hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Depersonalization kya hai,"Ek dissociative alagav jisme insan apne zehni amal, jisam, ya jismani harkaton ka baahir se nigehbaan hone ka ehsas karta hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Derealization kya hai,"Ek dissociative tabdeeli jahan baahri mahaul bilkul ghair haqeeqi, khwab jaisa, banawati, dhundla ya dhanche mein tabdeeli shuda lagta hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Fugue State kya hai,"Ek nadir dissociative bemari jo achanak, ghair mutawaqqa ghar se door safar aur apni pehchan ya guzishta tareekh ki amnesia ke sath hoti hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Dissociative Amnesia kya hai,"Ahm autobiographical maloomat yaad na rakh pane ki salahiyat ka na hona, aam bhool se alag aur aam tor par traumatic ya stressful nature ka hota hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Confabulation kya hai,"Yaadash ke khali hisson ko be-aagaah taur par jhootay, badal diye hue, ya galat tafseer shuda maloomat se bharna bina kisi zaati maqsad ke dhoka dene ka.",Oxford Textbook of Psychiatry
Deja Vu kya hai,Peichanay ka illusion jahan bilkul nayi sensory tajurba ghalat taur par guzishta yaad ke bilkul dohraye jaane jaisa mehsoos hota hai.,Oxford Textbook of Psychiatry
Jamais Vu kya hai,"Wo zehni haal jahan ek bohat mamool surat-e-haal, lafz, ya jagah achanak bilkul ajeeb ya naye tareeqay se mehsoos hoti hai.",Oxford Textbook of Psychiatry
Flight of Ideas kya hai,Aisi tez aur musalsal zubaani guftagu jismey khayalat ek mauzoo se doosray mauzoo par foran chalang lagate hain jo aam tor par be-tarteeb talluqaat ya lafzi mazaaq par mabni hote hain.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Loose Associations kya hain,Ek soch ka masla jismey guftagu aisi hoti hai jahan khayalat ek mozo se doosray mozo par bilkul be-talooq ya tukraye taur par muntaqil hotay hain.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Word Salad kya hai,"Lafzon aur jumlon ka azeem be-tarteeb aur be-rabt mix jo kisi mantiqi ya makhsoos maana se khali hota hai, aur shaiziophrenia ke aala marahil mein aam tor par dekha jata hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Neologism kya hai,Aisi puri tarah nayi lafzon ya saakht ke ikhtira jo mareez banata hai aur jin ka maana sirf us ke liye mehfooz hota hai.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Clang Association kya hai,Aisi guftagu mein lafzon ka intekhab unke aawazi sur ya qafiyati khoobi ki bunyaad par hota hai na ke mantiqi ya matn ke matlab par.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Circumstantial Speech kya hai,"Aisi guftagu ka andaaz jismey be-had, bore karne wale aur ghair zaroori tafseelat shamil hoti hain jo aakhir kar asal ghaat-e-maktoob tak pohanchti hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Tangential Speech kya hai,Aisi raabta saazi mein kami jismey guftagu karne wala musalsal asliyat sawal se hat kar mutaliqa mauzoaat par chala jata hai aur kabhi sawal ka jawab nahi deta.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Perseveration kya hai,"Kisi khaas zabani jawab, lafz, ya motor ishaare ka pathological daurani tak dohraana jabke pehla stimulus hata diya gaya ho.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Verbigeration kya hai,"Khaas alfaaz ya be-maani guftagu ke tukdon ka lagataar, be-wajeh, aur automatic dohraana bina kisi khariji trigger ke.",Oxford Textbook of Psychiatry
Pressure of Speech kya hai,"Tez aur shadid zabani output jiska intensity itna zyada ho ke rokna muskhil ho, jo aksar manic halat ki nishani hoti hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Poverty of Content of Speech kya hai,Aisi guftagu jo lafzon ke itraaf mein kaafi ho lekin be-maani ya khali jumlon ki wajah se kam maloomati ho.,Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Phobia kya hai,"Ek be-buniyad, shadid, aur musalsal dar jo kisi khaas cheez, janwar, ya maholiati surat-e-haal se hota hai aur asal khatra ke muqablay mein zyada barhawa deta hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Claustrophobia kya hai,"Ek maqami anxiety phobia jo chhoti, band, ya bhari jagaon mein phansne ka shadid aur be-wajeh khauf hota hai.",Mayo Clinic Psychiatry Reference Database
Acrophobia kya hai,Ek bohat aam specific anxiety disorder jo unchaiyon ya unchai se neeche dekhne ke shadid aur nuqsan pohnchanay wala khauf se mutaliq hai.,Mayo Clinic Psychiatry Reference Database
Mysophobia kya hai,"Gande pan, mafooz na hone, keemiyai infection ya biological infection lagne ka pathological khauf jo zyada tar OCD safai ke riwayaat ko barhawa deta hai.",Mayo Clinic Psychiatry Reference Database
Psychological istilahaat mein Xenophobia kya hai,"Ek clinical izafa hai social anxiety ka jo beja, shadid khauf ya sakht nafrat paida karta hai ajnabi afraad ya ghair mulki logon ke liye.",World Health Organization Mental Health Manual
Hypochondriasis kya hai,"Ek puraana tashkheesi lafz jo ab somatic symptom conditions se badal chuka hai, jis mein kisi na dhekhay gay marz ke hone ke hawale se shadid fikrmandi hoti hai.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
Coping Mechanism kya hai,Kisi fard ke taraf se kiya gaya shauri ya ghair shauri rawayya aur zehni hikmat-e-amli jo shadid zaati ya baharooni stress parameters ko control karne ke liye istemal hota hai.,American Psychological Association Clinical Guidelines
Defense Mechanism kya hai,Ek ghair shauri zehni hikmat-e-amli jo ego ke zariye anjaam di jati hai taake bechaini paida karne wale na qabool shuda zaati ikhtilafat se shafta maloomat ko mehfooz rakha ja sake.,Oxford Textbook of Psychiatry
Repression kya hai,"Ek ghair shauri defense mechanism jismein nabaraabar khayalat, dardnaak yaadein, ya jazbaat ko zabardasti conscious awareness mein daakhil hone se rok diya jata hai.",Oxford Textbook of Psychiatry
Suppression kya hai,"Shauri aur irade se ki gayi chunaav hai jismein takleef deh khayalat, khwahishat, ya foran jazbat ko maujooda tawajjo se door rakha jata hai takay baad mein unka samna ho sake.",American Psychological Association Clinical Guidelines
Projection kya hai,"Ek ghair shauri defense strategy jismein fard apne anknay, na qabool shuda khayalat ya jazbaat doosray shakhs par daalta hai.",Oxford Textbook of Psychiatry
Displacement kya hai,Ek na manzoor shuda jazbati jazbaat ko asal khatarnak nishanay se hata kar kisi mehfooz aur kam khatarnak baahirooni cheez ya shakhs par muntaqil karna.,Oxford Textbook of Psychiatry
Sublimation kya hai,"Na-pasandida fitri jazbat ya ghusse ke amal ko samaji taur par taamiri, paidar aur takhleeqi saragarmiyon mein tabdeel karna.",Oxford Textbook of Psychiatry
Rationalization kya hai,Aisi tasdeeqi aur mantiqi wajuhat create karna jo asal mein na-pasandida maqsad ke liye ki gayi rawaiye ya nateejon ko jaiza banayein.,Oxford Textbook of Psychiatry
Reaction Formation kya hai,Ek na-qabil-e-qubool daakhli jazba ko chhupana by zehni tor par uske bilkul mukhalif rawaiye ko shadid tor par zahir karna.,Oxford Textbook of Psychiatry
Regression kya hai,Shadeed zehni dabao ke tehat pehle ke zyada mehfooz taraqqiati marhalay ke rawaiti rawaiye ki janib wapsi.,Oxford Textbook of Psychiatry
Denial kya hai,Ek buniyaadi inkaar jo zehni ya haqeeqi trauma ki wazeh haqiqat ko maan'nay ya qabool karne se inkar karta hai.,Oxford Textbook of Psychiatry
Intellectualization kya hai,"Aik ego defense mechanism jahan fard dardnaak maslay ko thanda, takhleeqi aur zehni analysis ke zariye samajh kar jazbati dard se bachta hai.",Oxford Textbook of Psychiatry
Identification with the Aggressor kya hai,Aik la-shooree difa'i mekhani jis mein maqtul apne dzalaal ke traits ya zehni rawaiye apnata hai taake trauma se bacha rahe.,Oxford Textbook of Psychiatry
Splitting kya hai,"Ek buniyaadi difa'i mekhani jo borderline pathology mein aam hai, jis mein fard khud ko aur doosron ko tamam achha ya tamam bura samajhta hai, jisse integration nahi hota.",Diagnostic and Statistical Manual of Mental Disorders Fifth Edition DSM-5
